gene_id	transcript_id	gene_name	gene_type	Promoter	UTR5	CDS	UTR3	Stop Codon	Intron	Transcript	peakDetail	Sample
ENSMUSG00000003282.9	ENSMUST00000003369.9	Plag1	protein_coding	0	0	3	1	2	0	4	chr4:3904046-3904845|Locus_12513,chr4:3903821-3903870|Locus_12514,chr4:3903696-3903795|Locus_12515,chr4:3902271-3902970|Locus_12516	group1
ENSMUSG00000003346.14	ENSMUST00000003436.11	Abhd17a	protein_coding	0	1	0	1	1	0	2	chr10:80586901-80590269|Locus_6270,chr10:80583654-80583778|Locus_6271	group1
ENSMUSG00000003348.10	ENSMUST00000003438.10	Mob3a	protein_coding	0	0	2	0	1	0	2	chr10:80691270-80691544|Locus_5536,chr10:80686778-80689855|Locus_5537	group1
ENSMUSG00000003360.14	ENSMUST00000003450.14	Ddx23	protein_coding	0	0	1	1	0	0	2	chr15:98651313-98651520|Locus_15977,chr15:98645259-98645583|Locus_15978	group1
ENSMUSG00000054855.13	ENSMUST00000003451.10	Rnd1	protein_coding	0	0	1	0	1	0	1	chr15:98670110-98670709|Locus_6922	group1
ENSMUSG00000020456.17	ENSMUST00000003461.14	Ogdh	protein_coding	0	1	1	0	0	0	2	chr11:6291633-6291997|Locus_4370,chr11:6292639-6297275|Locus_4371	group1
ENSMUSG00000003378.9	ENSMUST00000003468.9	Grik5	protein_coding	0	0	1	0	1	0	1	chr7:25009899-25010473|Locus_3131	group1
ENSMUSG00000003410.8	ENSMUST00000003501.8	Elavl3	protein_coding	0	1	0	3	0	0	4	chr9:22051909-22055470|Locus_3316,chr9:22017605-22017954|Locus_3317,chr9:22016030-22016354|Locus_3318,chr9:22015005-22015154|Locus_3319	group1
ENSMUSG00000003418.11	ENSMUST00000003509.9	St8sia6	protein_coding	0	0	1	1	2	0	2	chr2:13656871-13657195|Locus_9085,chr2:13656521-13656695|Locus_9086	group1
ENSMUSG00000003420.8	ENSMUST00000003512.8	Fcgrt	protein_coding	0	0	1	0	0	0	1	chr7:45102105-45102470|Locus_2800	group1
ENSMUSG00000003437.14	ENSMUST00000003529.8	Paf1	protein_coding	0	0	1	0	1	0	1	chr7:28398545-28399275|Locus_12194	group1
ENSMUSG00000003444.8	ENSMUST00000003536.8	Med29	protein_coding	0	0	1	0	1	0	1	chr7:28386621-28386845|Locus_13739	group1
ENSMUSG00000003458.12	ENSMUST00000003550.10	Ncstn	protein_coding	0	0	1	0	1	0	1	chr1:172066388-172066737|Locus_12784	group1
ENSMUSG00000003469.9	ENSMUST00000003561.9	Phyhip	protein_coding	0	0	1	0	0	0	1	chr14:70466948-70467122|Locus_983	group1
ENSMUSG00000103088.1	ENSMUST00000003599.8	Pcdhgb6	protein_coding	0	0	2	0	0	0	2	chr18:37742772-37742846|Locus_290,chr18:37743947-37744221|Locus_291	group1
ENSMUSG00000003527.8	ENSMUST00000003621.8	Dgcr14	protein_coding	0	0	1	0	1	0	1	chr16:17901084-17902208|Locus_10284	group1
ENSMUSG00000003541.6	ENSMUST00000003635.6	Ier3	protein_coding	0	0	1	0	1	0	1	chr17:35822293-35822517|Locus_3334	group1
ENSMUSG00000003545.3	ENSMUST00000003640.3	Fosb	protein_coding	0	0	1	1	2	0	2	chr7:19304771-19304920|Locus_2882,chr7:19304596-19304745|Locus_2883	group1
ENSMUSG00000003549.9	ENSMUST00000003645.8	Ercc1	protein_coding	0	0	2	0	3	0	2	chr7:19355445-19356524|Locus_2669,chr7:19356114-19356538|Locus_14812	group1
ENSMUSG00000003559.7	ENSMUST00000003655.7	As3mt	protein_coding	0	0	0	1	1	0	1	chr19:46740638-46740687|Locus_12584	group1
ENSMUSG00000003585.13	ENSMUST00000003681.7	Sec14l2	protein_coding	0	1	0	1	1	0	2	chr11:4118777-4118826|Locus_14059,chr11:4098064-4098188|Locus_14060	group1
ENSMUSG00000021253.7	ENSMUST00000003687.7	Tgfb3	protein_coding	0	1	1	1	1	0	3	chr12:86078809-86079033|Locus_6510,chr12:86077659-86077958|Locus_6511,chr12:86057645-86057694|Locus_6512	group1
ENSMUSG00000003604.14	ENSMUST00000003705.11	Aven	protein_coding	0	0	1	2	1	0	3	chr2:112631555-112632104|Locus_5103,chr2:112630021-112630972|Locus_15953,chr2:112631548-112632097|Locus_15954	group1
ENSMUSG00000003662.10	ENSMUST00000003759.10	Ciao1	protein_coding	0	0	1	0	1	0	1	chr2:127242513-127242887|Locus_9630	group1
ENSMUSG00000003721.14	ENSMUST00000003818.13	Insig2	protein_coding	0	1	1	1	0	0	3	chr1:121327648-121327849|Locus_15626,chr1:121319753-121319952|Locus_15627,chr1:121304953-121305202|Locus_15628	group1
ENSMUSG00000003746.16	ENSMUST00000003843.15	Man1a	protein_coding	0	0	2	0	1	0	2	chr10:54030718-54074813|Locus_3898,chr10:53907310-53907509|Locus_3899	group1
ENSMUSG00000003752.9	ENSMUST00000003850.7	Itpkc	protein_coding	0	0	3	0	2	0	3	chr7:27208156-27208330|Locus_238,chr7:27227485-27228109|Locus_8154,chr7:27208172-27208321|Locus_8155	group1
ENSMUSG00000089832.8	ENSMUST00000003857.6	Shkbp1	protein_coding	0	0	1	0	1	0	1	chr7:27342158-27342382|Locus_4725	group1
ENSMUSG00000003778.14	ENSMUST00000003876.9	Brd8	protein_coding	0	0	1	0	0	0	1	chr18:34607113-34607412|Locus_16769	group1
ENSMUSG00000003809.14	ENSMUST00000003907.13	Gcdh	protein_coding	0	0	1	0	0	0	1	chr8:84886418-84887017|Locus_10052	group1
ENSMUSG00000003812.13	ENSMUST00000003910.12	Dnase2a	protein_coding	0	0	1	1	2	0	2	chr8:84910830-84911129|Locus_380,chr8:84911155-84911204|Locus_381	group1
ENSMUSG00000003814.8	ENSMUST00000003912.6	Calr	protein_coding	0	0	1	0	1	0	1	chr8:84842500-84842998|Locus_2120	group1
ENSMUSG00000003848.14	ENSMUST00000003946.8	Nob1	protein_coding	0	0	1	0	1	0	1	chr8:107412561-107412985|Locus_13968	group1
ENSMUSG00000003872.9	ENSMUST00000003971.9	Lin7b	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000003934.5	ENSMUST00000004036.5	Efnb3	protein_coding	0	0	0	1	0	0	1	chr11:69554717-69555216|Locus_2569	group1
ENSMUSG00000022905.12	ENSMUST00000004054.12	Kpna1	protein_coding	0	0	1	3	1	0	4	chr16:36002910-36002984|Locus_3629,chr16:36033946-36034470|Locus_3630,chr16:36035096-36035470|Locus_3631,chr16:36036621-36036845|Locus_3632	group1
ENSMUSG00000003974.6	ENSMUST00000004076.4	Grm3	protein_coding	0	0	4	0	0	0	4	chr5:9570451-9725170|Locus_1204,chr5:9570101-9570150|Locus_1205,chr5:9570001-9570075|Locus_1206,chr5:9511582-9569975|Locus_1207	group1
ENSMUSG00000003992.14	ENSMUST00000004094.14	Ssbp2	protein_coding	0	0	0	1	1	0	1	chr13:91700770-91701144|Locus_13584	group1
ENSMUSG00000029705.17	ENSMUST00000004097.15	Cux1	protein_coding	0	0	1	0	1	0	1	chr5:136274666-136275165|Locus_2405	group1
ENSMUSG00000004018.9	ENSMUST00000004120.8	Fancl	protein_coding	0	0	1	0	2	0	1	chr11:26386860-26387309|Locus_13617	group1
ENSMUSG00000004031.13	ENSMUST00000004133.10	Brinp2	protein_coding	0	0	2	0	1	0	2	chr1:158247019-158247118|Locus_9052,chr1:158245694-158246943|Locus_9053	group1
ENSMUSG00000004054.8	ENSMUST00000004156.8	Map3k11	protein_coding	0	1	2	0	1	0	3	chr19:5689699-5690048|Locus_9653,chr19:5690299-5690523|Locus_9654,chr19:5702173-5702647|Locus_9655	group1
ENSMUSG00000004070.15	ENSMUST00000004172.14	Hmox2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000004071.12	ENSMUST00000004173.11	Cdip1	protein_coding	0	0	0	1	0	0	1	chr16:4765482-4765756|Locus_13374	group1
ENSMUSG00000004100.12	ENSMUST00000004203.5	Ppan	protein_coding	0	0	1	0	1	0	1	chr9:20891950-20892174|Locus_8390	group1
ENSMUSG00000070319.6	ENSMUST00000004206.9	Eif3g	protein_coding	0	0	1	0	0	0	1	chr9:20898515-20898614|Locus_11997	group1
ENSMUSG00000004105.8	ENSMUST00000004208.6	Angptl2	protein_coding	0	0	1	0	0	0	1	chr2:33228590-33228739|Locus_9627	group1
ENSMUSG00000022702.15	ENSMUST00000004222.13	Hira	protein_coding	0	0	0	1	1	0	1	chr16:18969614-18970213|Locus_3235	group1
ENSMUSG00000028630.9	ENSMUST00000004281.9	Dyrk2	protein_coding	0	0	2	0	1	0	2	chr10:118860778-118861127|Locus_14554,chr10:118859378-118860527|Locus_14555	group1
ENSMUSG00000004187.10	ENSMUST00000004294.10	Kifc2	protein_coding	0	0	1	0	1	0	1	chr15:76667340-76667664|Locus_3612	group1
ENSMUSG00000031398.13	ENSMUST00000004326.3	Plxna3	protein_coding	0	0	1	0	0	0	1	chrX:74331219-74331368|Locus_4584	group1
ENSMUSG00000004233.14	ENSMUST00000004343.6	Wars2	protein_coding	0	0	1	0	1	0	1	chr3:99216502-99217251|Locus_14875	group1
ENSMUSG00000004264.17	ENSMUST00000004375.15	Phb2	protein_coding	0	0	0	1	1	0	1	chr6:124716683-124716857|Locus_2006	group1
ENSMUSG00000004268.11	ENSMUST00000004379.7	Emg1	protein_coding	0	0	1	0	1	1	2	chr6:124705311-124705485|Locus_3107,chr6:124704381-124704580|Locus_3108	group1
ENSMUSG00000004270.13	ENSMUST00000004381.13	Lpcat3	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000004317.14	ENSMUST00000004428.13	Clcn5	protein_coding	0	0	1	0	0	0	1	chrX:7161637-7161861|Locus_2284	group1
ENSMUSG00000004356.8	ENSMUST00000004470.8	Utp20	protein_coding	0	0	1	0	1	0	1	chr10:88746707-88747006|Locus_14920	group1
ENSMUSG00000004383.18	ENSMUST00000004497.10	Large1	protein_coding	0	0	1	0	1	0	1	chr8:72814599-72815873|Locus_3660	group1
ENSMUSG00000004393.10	ENSMUST00000004507.10	Ddx56	protein_coding	0	0	1	0	1	0	1	chr11:6258919-6259581|Locus_11917	group1
ENSMUSG00000004394.12	ENSMUST00000004508.12	Tmed4	protein_coding	0	0	0	1	0	0	1	chr11:6270419-6270768|Locus_814	group1
ENSMUSG00000004451.14	ENSMUST00000004565.14	Ralb	protein_coding	0	0	1	0	1	0	1	chr1:119471380-119472198|Locus_12924	group1
ENSMUSG00000004460.16	ENSMUST00000004574.13	Dnajb11	protein_coding	0	0	0	1	0	0	1	chr16:22872212-22872386|Locus_14069	group1
ENSMUSG00000004462.6	ENSMUST00000004576.6	Tbccd1	protein_coding	0	0	1	0	0	0	1	chr16:22822171-22822470|Locus_14881	group1
ENSMUSG00000058638.14	ENSMUST00000004614.14	Zfp110	protein_coding	0	0	1	0	0	0	1	chr7:12848637-12849061|Locus_12980	group1
ENSMUSG00000004508.6	ENSMUST00000004622.6	Gab2	protein_coding	0	0	1	1	0	0	2	chr7:97298965-97299214|Locus_2932,chr7:97305579-97305903|Locus_2933	group1
ENSMUSG00000004530.12	ENSMUST00000004646.12	Coro1c	protein_coding	0	0	1	0	1	0	1	chr5:113843961-113845177|Locus_8599	group1
ENSMUSG00000004558.14	ENSMUST00000004673.13	Ndrg2	protein_coding	0	1	0	0	0	0	1	chr14:51912787-51913438|Locus_10364	group1
ENSMUSG00000004568.12	ENSMUST00000004684.12	Arhgef18	protein_coding	0	0	0	1	0	0	1	chr8:3454954-3455278|Locus_602	group1
ENSMUSG00000004610.4	ENSMUST00000004729.4	Etfb	protein_coding	0	0	1	0	0	0	1	chr7:43444083-43444157|Locus_659	group1
ENSMUSG00000004637.15	ENSMUST00000004756.13	Wwox	protein_coding	0	0	0	3	0	0	3	chr8:115352186-115352385|Locus_16904,chr8:115352411-115352460|Locus_16905,chr8:115352486-115352708|Locus_16906	group1
ENSMUSG00000004667.18	ENSMUST00000004786.9	Polr2e	protein_coding	0	0	0	1	0	0	1	chr10:80035949-80036173|Locus_13247	group1
ENSMUSG00000004788.11	ENSMUST00000004910.11	Eif2b2	protein_coding	0	0	0	1	1	0	1	chr12:85226169-85226518|Locus_6463	group1
ENSMUSG00000004798.14	ENSMUST00000004920.3	Ulk2	protein_coding	0	0	1	0	1	0	1	chr11:61777074-61779732|Locus_10387	group1
ENSMUSG00000027164.8	ENSMUST00000004949.7	Traf6	protein_coding	0	0	1	0	1	0	1	chr2:101694257-101697686|Locus_6737	group1
ENSMUSG00000004837.2	ENSMUST00000004959.2	Grap	protein_coding	0	0	0	1	1	0	1	chr11:61672042-61672116|Locus_15098	group1
ENSMUSG00000063952.15	ENSMUST00000004985.9	Brpf3	protein_coding	0	0	3	0	0	0	3	chr17:28806336-28806535|Locus_9842,chr17:28806886-28807310|Locus_9843,chr17:28821152-28821576|Locus_9844	group1
ENSMUSG00000004865.15	ENSMUST00000004987.15	Srpk1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000053436.14	ENSMUST00000004990.12	Mapk14	protein_coding	0	0	0	2	0	0	2	chr17:28747206-28747605|Locus_9668,chr17:28747831-28748405|Locus_9669	group1
ENSMUSG00000004894.10	ENSMUST00000005014.8	Hapln2	protein_coding	1	0	0	2	1	0	2	chr3:88027513-88027562|Locus_15787,chr3:88022325-88022424|Locus_15788,chr3:88022225-88022299|Locus_15789	group1
ENSMUSG00000004895.9	ENSMUST00000005015.9	Prcc	protein_coding	0	0	2	0	1	0	2	chr3:87869958-87872217|Locus_17274,chr3:87858978-87860176|Locus_17275	group1
ENSMUSG00000004896.16	ENSMUST00000005016.15	Rrnad1	protein_coding	0	0	1	0	0	0	1	chr3:87924926-87925325|Locus_7738	group1
ENSMUSG00000004945.15	ENSMUST00000005053.13	Tmem242	protein_coding	0	0	0	2	2	0	2	chr17:5411195-5411244|Locus_14870,chr17:5411045-5411169|Locus_14871	group1
ENSMUSG00000004934.14	ENSMUST00000005064.13	Pias4	protein_coding	0	0	1	1	1	0	2	chr10:81163810-81164159|Locus_12732,chr10:81153666-81154015|Locus_12733	group1
ENSMUSG00000029832.16	ENSMUST00000005103.11	Nfe2l3	protein_coding	0	0	1	0	1	0	1	chr6:51458146-51458570|Locus_4212	group1
ENSMUSG00000030180.15	ENSMUST00000005108.9	Kdm5a	protein_coding	0	0	2	0	1	0	2	chr6:120426898-120427322|Locus_6142,chr6:120430256-120439441|Locus_6143	group1
ENSMUSG00000005043.13	ENSMUST00000005173.10	Sgsh	protein_coding	0	0	1	0	1	0	1	chr11:119346075-119346574|Locus_10097	group1
ENSMUSG00000005045.16	ENSMUST00000005175.4	Chd5	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000005087.17	ENSMUST00000005218.14	Cd44	protein_coding	0	0	1	0	1	0	1	chr2:102814091-102814165|Locus_2195	group1
ENSMUSG00000005103.12	ENSMUST00000005234.12	Wdr1	protein_coding	0	0	1	0	1	0	1	chr5:38527688-38527862|Locus_6921	group1
ENSMUSG00000005124.9	ENSMUST00000005255.8	Wisp1	protein_coding	0	0	0	1	0	0	1	chr15:66919662-66919711|Locus_6938	group1
ENSMUSG00000005125.12	ENSMUST00000005256.12	Ndrg1	protein_coding	0	0	0	2	2	0	2	chr15:66930768-66930817|Locus_4179,chr15:66930643-66930742|Locus_4180	group1
ENSMUSG00000005148.7	ENSMUST00000005279.6	Klf5	protein_coding	0	0	0	1	1	0	1	chr14:99313336-99313585|Locus_2074	group1
ENSMUSG00000005268.20	ENSMUST00000005400.12	Prlr	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000022892.10	ENSMUST00000005406.10	App	protein_coding	0	0	0	1	1	0	1	chr16:84955135-84955234|Locus_1891	group1
ENSMUSG00000005299.6	ENSMUST00000005431.5	Letm1	protein_coding	0	0	0	2	1	0	2	chr5:33742198-33742372|Locus_12394,chr5:33741548-33741747|Locus_12395	group1
ENSMUSG00000005360.14	ENSMUST00000005493.13	Slc1a3	protein_coding	0	1	1	0	1	0	2	chr15:8708784-8709352|Locus_5284,chr15:8635924-8639064|Locus_5285	group1
ENSMUSG00000005370.3	ENSMUST00000005503.3	Msh6	protein_coding	0	0	5	0	0	0	5	chr17:87984512-87984986|Locus_4038,chr17:87985337-87985836|Locus_4039,chr17:87985862-87985911|Locus_4040,chr17:87985937-87986186|Locus_4041,chr17:87986462-87986961|Locus_4042	group1
ENSMUSG00000007207.10	ENSMUST00000005509.10	Stx1a	protein_coding	0	0	1	0	0	0	1	chr5:135023482-135037196|Locus_5621	group1
ENSMUSG00000057672.16	ENSMUST00000005616.15	Pkn1	protein_coding	0	0	0	2	0	0	2	chr8:83668890-83669089|Locus_4707,chr8:83668911-83669085|Locus_10818	group1
ENSMUSG00000005483.10	ENSMUST00000005620.9	Dnajb1	protein_coding	0	0	3	1	1	0	4	chr8:83608193-83608392|Locus_16981,chr8:83608703-83610599|Locus_16982,chr8:83610650-83611399|Locus_16983,chr8:83611425-83611474|Locus_16984	group1
ENSMUSG00000005506.16	ENSMUST00000005643.13	Celf1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000005533.10	ENSMUST00000005671.9	Igf1r	protein_coding	0	0	2	2	1	0	4	chr7:68003984-68148642|Locus_3354,chr7:68226095-68226519|Locus_3355,chr7:68230770-68231019|Locus_3356,chr7:68231445-68231994|Locus_3357	group1
ENSMUSG00000005609.16	ENSMUST00000005749.5	Ctr9	protein_coding	0	0	2	0	1	0	2	chr7:111051503-111053876|Locus_6756,chr7:111055584-111056158|Locus_6757	group1
ENSMUSG00000005674.9	ENSMUST00000005817.8	Tomm40l	protein_coding	0	1	2	2	2	0	5	chr1:171217863-171218312|Locus_2142,chr1:171219213-171219537|Locus_2144,chr1:171222140-171222514|Locus_12919,chr1:171219211-171219535|Locus_12920,chr1:171217861-171218310|Locus_12922	group1
ENSMUSG00000005677.14	ENSMUST00000005820.10	Nr1i3	protein_coding	0	0	2	0	2	0	2	chr1:171218713-171218987|Locus_2143,chr1:171218711-171218960|Locus_12921	group1
ENSMUSG00000005687.14	ENSMUST00000005830.14	Bcas2	protein_coding	0	0	1	0	1	0	1	chr3:103177367-103178676|Locus_14239	group1
ENSMUSG00000005698.15	ENSMUST00000005841.15	Ctcf	protein_coding	0	0	2	0	1	0	2	chr8:105663765-105664876|Locus_2394,chr8:105681513-105681737|Locus_2395	group1
ENSMUSG00000005716.16	ENSMUST00000005860.15	Pvalb	protein_coding	0	0	1	0	0	0	1	chr15:78201320-78206384|Locus_4832	group1
ENSMUSG00000005779.12	ENSMUST00000005923.6	Psmb4	protein_coding	0	0	1	0	0	0	1	chr3:94886903-94886952|Locus_4683	group1
ENSMUSG00000005802.12	ENSMUST00000005952.10	Slc30a4	protein_coding	0	0	2	0	1	0	2	chr2:122702057-122702356|Locus_7577,chr2:122684683-122686021|Locus_7578	group1
ENSMUSG00000005823.8	ENSMUST00000005975.6	Gpr108	protein_coding	0	0	0	1	0	0	1	chr17:57234985-57235084|Locus_16732	group1
ENSMUSG00000005892.4	ENSMUST00000006046.4	Trh	protein_coding	0	0	1	0	0	0	1	chr6:92242786-92243110|Locus_6739	group1
ENSMUSG00000005899.12	ENSMUST00000006053.12	Smpd4	protein_coding	0	0	0	1	0	0	1	chr16:17643495-17643769|Locus_16653	group1
ENSMUSG00000005907.14	ENSMUST00000006061.12	Pex1	protein_coding	0	0	1	0	0	0	1	chr5:3605604-3606153|Locus_15058	group1
ENSMUSG00000005949.9	ENSMUST00000006103.8	Ctns	protein_coding	0	0	1	0	1	0	1	chr11:73184221-73184970|Locus_17015	group1
ENSMUSG00000005958.14	ENSMUST00000006112.6	Ephb3	protein_coding	0	0	0	1	0	0	1	chr16:21222890-21222964|Locus_2647	group1
ENSMUSG00000005973.6	ENSMUST00000006128.6	Rcn1	protein_coding	0	0	1	0	1	0	1	chr2:105387766-105389040|Locus_4977	group1
ENSMUSG00000005980.15	ENSMUST00000006136.10	Dnase1	protein_coding	0	0	1	0	2	0	1	chr16:4039692-4040016|Locus_2497	group1
ENSMUSG00000005981.11	ENSMUST00000006137.8	Trap1	protein_coding	0	0	2	0	0	0	2	chr16:4077705-4077827|Locus_14165,chr16:4039971-4040145|Locus_14166	group1
ENSMUSG00000006024.13	ENSMUST00000006181.6	Napa	protein_coding	0	0	0	2	0	0	2	chr7:16117115-16117314|Locus_1242,chr7:16117490-16117975|Locus_1243	group1
ENSMUSG00000024483.18	ENSMUST00000006205.13	Ankhd1	protein_coding	0	0	5	0	0	0	5	chr18:36614813-36632152|Locus_1233,chr18:36641588-36644310|Locus_1234,chr18:36644436-36644635|Locus_1235,chr18:36648042-36648391|Locus_1236,chr18:36648567-36648641|Locus_1237	group1
ENSMUSG00000021939.8	ENSMUST00000006235.8	Ctsb	protein_coding	0	0	0	1	1	0	1	chr14:63142440-63142914|Locus_2398	group1
ENSMUSG00000006127.9	ENSMUST00000006286.8	Inpp5k	protein_coding	0	1	0	1	0	0	2	chr11:75630988-75631087|Locus_4649,chr11:75648369-75648743|Locus_4650	group1
ENSMUSG00000006134.3	ENSMUST00000006293.3	Crkl	protein_coding	0	0	1	0	1	0	1	chr16:17452512-17484367|Locus_2362	group1
ENSMUSG00000006191.17	ENSMUST00000006353.13	Cdkal1	protein_coding	0	0	1	0	1	0	1	chr13:29325753-29326077|Locus_14478	group1
ENSMUSG00000006205.13	ENSMUST00000006367.7	Htra1	protein_coding	0	0	1	0	1	0	1	chr7:130983750-130985406|Locus_12313	group1
ENSMUSG00000006215.12	ENSMUST00000006377.12	Zbtb17	protein_coding	0	0	1	0	1	0	1	chr4:141467054-141467253|Locus_7240	group1
ENSMUSG00000006218.4	ENSMUST00000006380.4	Fam131c	protein_coding	0	0	0	1	1	0	1	chr4:141383668-141384067|Locus_10264	group1
ENSMUSG00000006281.7	ENSMUST00000006444.7	Tep1	protein_coding	0	1	0	0	0	0	1	chr14:50870443-50870560|Locus_6426	group1
ENSMUSG00000006288.7	ENSMUST00000006451.6	Ttc5	protein_coding	0	0	0	1	1	0	1	chr14:50765515-50765864|Locus_6648	group1
ENSMUSG00000006299.13	ENSMUST00000006462.13	Aamp	protein_coding	0	1	0	0	0	0	1	chr1:74284681-74284730|Locus_7443	group1
ENSMUSG00000006307.16	ENSMUST00000006470.13	Kmt2b	protein_coding	0	0	3	0	0	0	3	chr7:30586179-30586778|Locus_16189,chr7:30575141-30575465|Locus_16190,chr7:30574791-30574890|Locus_16191	group1
ENSMUSG00000006390.15	ENSMUST00000006557.12	Elovl1	protein_coding	0	0	1	1	2	0	2	chr4:118432053-118432252|Locus_12092,chr4:118432278-118432627|Locus_12093	group1
ENSMUSG00000035274.13	ENSMUST00000006559.13	Tpbg	protein_coding	0	0	1	0	1	0	1	chr9:85844538-85845837|Locus_6725	group1
ENSMUSG00000090213.1	ENSMUST00000006587.6	Tmem189	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000020315.18	ENSMUST00000006629.13	Sptbn1	protein_coding	0	0	3	0	0	0	3	chr11:30139099-30139173|Locus_5426,chr11:30137026-30137275|Locus_5427,chr11:30117801-30117950|Locus_5428	group1
ENSMUSG00000006463.13	ENSMUST00000006632.7	Zdhhc24	protein_coding	0	0	1	0	1	0	1	chr19:4883607-4883906|Locus_14896	group1
ENSMUSG00000006494.11	ENSMUST00000006669.5	Pdk1	protein_coding	0	0	1	1	1	0	2	chr2:71900080-71900154|Locus_7591,chr2:71900455-71901079|Locus_7592	group1
ENSMUSG00000006526.12	ENSMUST00000006701.6	Tmem110	protein_coding	0	0	0	1	1	0	1	chr14:30874549-30874998|Locus_14553	group1
ENSMUSG00000006575.14	ENSMUST00000006750.7	Rundc3a	protein_coding	0	0	1	0	1	0	1	chr11:102402115-102402555|Locus_11843	group1
ENSMUSG00000006586.15	ENSMUST00000006761.9	Runx1t1	protein_coding	0	0	1	1	1	0	2	chr4:13881199-13890565|Locus_2156,chr4:13890716-13890765|Locus_2157	group1
ENSMUSG00000006599.13	ENSMUST00000006774.10	Gtf2h1	protein_coding	0	0	1	0	1	0	1	chr7:46822892-46823216|Locus_3163	group1
ENSMUSG00000006675.10	ENSMUST00000006853.10	P4htm	protein_coding	0	0	1	0	1	0	1	chr9:108578887-108579500|Locus_16018	group1
ENSMUSG00000006711.15	ENSMUST00000006893.8	D130043K22Rik	protein_coding	0	0	1	0	1	0	1	chr13:24893427-24900069|Locus_5725	group1
ENSMUSG00000006715.11	ENSMUST00000006898.9	Gmnn	protein_coding	0	0	1	0	1	0	1	chr13:24752145-24753386|Locus_12610	group1
ENSMUSG00000006717.7	ENSMUST00000006900.6	Acot13	protein_coding	0	0	1	0	1	0	1	chr13:24817948-24818122|Locus_13484	group1
ENSMUSG00000006728.12	ENSMUST00000006911.11	Cdk4	protein_coding	0	0	0	3	0	0	3	chr10:127067372-127067446|Locus_2223,chr10:127067655-127067704|Locus_13681,chr10:127067380-127067429|Locus_13682	group1
ENSMUSG00000026737.12	ENSMUST00000006912.11	Pip4k2a	protein_coding	0	0	1	0	1	0	1	chr2:18843805-18845943|Locus_4508	group1
ENSMUSG00000006731.10	ENSMUST00000006914.10	B4galnt1	protein_coding	0	0	0	3	0	0	3	chr10:127172052-127172226|Locus_2960,chr10:127172268-127172467|Locus_6298,chr10:127172043-127172242|Locus_6299	group1
ENSMUSG00000006732.14	ENSMUST00000006915.13	Mettl1	protein_coding	0	0	0	2	2	0	2	chr10:127045434-127045558|Locus_3966,chr10:127045584-127045683|Locus_3967	group1
ENSMUSG00000006764.8	ENSMUST00000006949.8	Tph2	protein_coding	0	0	0	2	0	0	2	chr10:115079366-115079415|Locus_6284,chr10:115078916-115078965|Locus_6285	group1
ENSMUSG00000020918.14	ENSMUST00000006973.11	Kat2a	protein_coding	0	0	1	0	1	0	1	chr11:100704746-100705270|Locus_2984	group1
ENSMUSG00000021730.8	ENSMUST00000006991.8	Hcn1	protein_coding	0	0	3	3	1	0	6	chr13:117603070-117656979|Locus_3198,chr13:117975474-117975948|Locus_3199,chr13:117975974-117976023|Locus_3200,chr13:117976274-117976323|Locus_3201,chr13:117976799-117976998|Locus_3202,chr13:117980674-117981073|Locus_3203	group1
ENSMUSG00000006850.7	ENSMUST00000007046.7	Tmco6	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000006932.17	ENSMUST00000007130.14	Ctnnb1	protein_coding	0	0	1	0	1	0	1	chr9:120959470-120959669|Locus_660	group1
ENSMUSG00000006941.5	ENSMUST00000007139.5	Eif1b	protein_coding	0	0	1	0	1	0	1	chr9:120494931-120495255|Locus_14492	group1
ENSMUSG00000006998.15	ENSMUST00000007212.8	Psmd2	protein_coding	0	0	2	0	0	0	2	chr16:20651652-20651926|Locus_6440,chr16:20652152-20652618|Locus_6441	group1
ENSMUSG00000007033.4	ENSMUST00000007248.4	Hspa1l	protein_coding	0	0	2	0	0	0	2	chr17:34976989-34977363|Locus_3267,chr17:34977839-34978163|Locus_3268	group1
ENSMUSG00000007038.5	ENSMUST00000007253.5	Neu1	protein_coding	0	0	1	0	1	0	1	chr17:34934746-34935870|Locus_4196	group1
