anno	seqnames	start	end	width	peak	groupname	gene_type	gene_name	location	transcriptID
CDS (ENSMUST00000002043.9, CDS 1 of 12, 81bp)	chr11	106200897	106201672	776	chr11:106200897-106201672|Locus_13704	group1	protein_coding	Ccdc47	CDS	ENSMUST00000002043.9
CDS (ENSMUST00000002044.9, CDS 16 of 16, 229bp)	chr11	106153999	106154648	650	chr11:106153999-106154648|Locus_9657	group1	protein_coding	Map3k3	CDS	ENSMUST00000002044.9
CDS (ENSMUST00000002048.7, CDS 4 of 5, 178bp)	chr11	106072688	106073579	892	chr11:106072688-106073579|Locus_14779	group1	protein_coding	Taco1	CDS	ENSMUST00000002048.7
CDS (ENSMUST00000002079.6, CDS 1 of 34, 1056bp)	chrX	73758837	73759061	225	chrX:73758837-73759061|Locus_2725	group1	protein_coding	Plxnb3	CDS	ENSMUST00000002079.6
UTR5 (ENSMUST00000002080.11)	chrX	73824675	73824969	295	chrX:73824675-73824969|Locus_9516	group1	protein_coding	Pdzd4	UTR5	ENSMUST00000002080.11
CDS (ENSMUST00000002080.11, CDS 3 of 8, 102bp)	chrX	73795484	73796402	919	chrX:73795484-73796402|Locus_9517	group1	protein_coding	Pdzd4	CDS	ENSMUST00000002080.11
CDS (ENSMUST00000002080.11, CDS 1 of 8, 1539bp)	chrX	73795209	73795383	175	chrX:73795209-73795383|Locus_9518	group1	protein_coding	Pdzd4	CDS	ENSMUST00000002080.11
CDS (ENSMUST00000002080.11, CDS 1 of 8, 1539bp)	chrX	73794084	73794383	300	chrX:73794084-73794383|Locus_9519	group1	protein_coding	Pdzd4	CDS	ENSMUST00000002080.11
CDS (ENSMUST00000002084.13, CDS 1 of 10, 900bp)	chrX	73717322	73717721	400	chrX:73717322-73717721|Locus_1734	group1	protein_coding	Abcd1	CDS	ENSMUST00000002084.13
CDS (ENSMUST00000002095.10, CDS 34 of 36, 2651bp)	chr9	44849752	44849901	150	chr9:44849752-44849901|Locus_6061	group1	protein_coding	Kmt2a	CDS	ENSMUST00000002095.10
CDS (ENSMUST00000002095.10, CDS 10 of 36, 4237bp)	chr9	44820870	44820919	50	chr9:44820870-44820919|Locus_6062	group1	protein_coding	Kmt2a	CDS	ENSMUST00000002095.10
CDS (ENSMUST00000002095.10, CDS 10 of 36, 4237bp)	chr9	44820370	44820644	275	chr9:44820370-44820644|Locus_6063	group1	protein_coding	Kmt2a	CDS	ENSMUST00000002095.10
CDS (ENSMUST00000002095.10, CDS 10 of 36, 4237bp)	chr9	44818445	44818719	275	chr9:44818445-44818719|Locus_6064	group1	protein_coding	Kmt2a	CDS	ENSMUST00000002095.10
CDS (ENSMUST00000002095.10, CDS 1 of 36, 276bp)	chr9	44807705	44808054	350	chr9:44807705-44808054|Locus_6065	group1	protein_coding	Kmt2a	CDS	ENSMUST00000002095.10
UTR3 (ENSMUST00000002095.10)	chr9	44805605	44805929	325	chr9:44805605-44805929|Locus_6066	group1	protein_coding	Kmt2a	UTR3	ENSMUST00000002095.10
UTR3 (ENSMUST00000002095.10)	chr9	44804830	44805129	300	chr9:44804830-44805129|Locus_6067	group1	protein_coding	Kmt2a	UTR3	ENSMUST00000002095.10
UTR3 (ENSMUST00000002095.10)	chr9	44804605	44804704	100	chr9:44804605-44804704|Locus_6068	group1	protein_coding	Kmt2a	UTR3	ENSMUST00000002095.10
UTR3 (ENSMUST00000002099.10)	chr9	44790707	44790956	250	chr9:44790707-44790956|Locus_16433	group1	protein_coding	Ift46	UTR3	ENSMUST00000002099.10
UTR3 (ENSMUST00000002121.4)	chr11	78207021	78207170	150	chr11:78207021-78207170|Locus_5640	group1	protein_coding	Supt6	UTR3	ENSMUST00000002121.4
CDS (ENSMUST00000002133.8, CDS 2 of 3, 197bp)	chr11	78251144	78255306	4163	chr11:78251144-78255306|Locus_5148	group1	protein_coding	Sdf2	CDS	ENSMUST00000002133.8
UTR3 (ENSMUST00000002152.12)	chr7	16317257	16317581	325	chr7:16317257-16317581|Locus_3803	group1	protein_coding	Bbc3	UTR3	ENSMUST00000002152.12
CDS (ENSMUST00000002172.13, CDS 11 of 11, 134bp)	chr2	91210738	91211587	850	chr2:91210738-91211587|Locus_1595	group1	protein_coding	Acp2	CDS	ENSMUST00000002172.13
UTR3 (ENSMUST00000002176.12)	chr2	6542719	6542843	125	chr2:6542719-6542843|Locus_2683	group1	protein_coding	Celf2	UTR3	ENSMUST00000002176.12
UTR3 (ENSMUST00000002198.3)	chr11	4180345	4180619	275	chr11:4180345-4180619|Locus_13868	group1	protein_coding	Sf3a1	UTR3	ENSMUST00000002198.3
CDS (ENSMUST00000002259.12, CDS 12 of 14, 163bp)	chr8	83424712	83426627	1916	chr8:83424712-83426627|Locus_2291	group1	protein_coding	Clgn	CDS	ENSMUST00000002259.12
CDS (ENSMUST00000002291.11, CDS 16 of 21, 621bp)	chr5	27772024	27772623	600	chr5:27772024-27772623|Locus_12250	group1	protein_coding	Paxip1	CDS	ENSMUST00000002291.11
CDS (ENSMUST00000002292.14, CDS 1 of 9, 64bp)	chr6	71392809	71394529	1721	chr6:71392809-71394529|Locus_14323	group1	protein_coding	Rmnd5a	CDS	ENSMUST00000002292.14
UTR3 (ENSMUST00000002292.14)	chr6	71391509	71392058	550	chr6:71391509-71392058|Locus_14324	group1	protein_coding	Rmnd5a	UTR3	ENSMUST00000002292.14
UTR3 (ENSMUST00000002292.14)	chr6	71390684	71390883	200	chr6:71390684-71390883|Locus_14325	group1	protein_coding	Rmnd5a	UTR3	ENSMUST00000002292.14
CDS (ENSMUST00000002305.8, CDS 2 of 20, 268bp)	chr6	39142873	39144308	1436	chr6:39142873-39144308|Locus_11200	group1	protein_coding	Kdm7a	CDS	ENSMUST00000002305.8
UTR3 (ENSMUST00000002320.14)	chr17	28299871	28299995	125	chr17:28299871-28299995|Locus_4627	group1	protein_coding	Ppard	UTR3	ENSMUST00000002320.14
CDS (ENSMUST00000002327.5, CDS 11 of 11, 221bp)	chr17	28228262	28228536	275	chr17:28228262-28228536|Locus_8710	group1	protein_coding	Def6	CDS	ENSMUST00000002327.5
CDS (ENSMUST00000002336.15, CDS 1 of 5, 1340bp)	chr7	6675994	6677268	1275	chr7:6675994-6677268|Locus_7563	group1	protein_coding	Zim1	CDS	ENSMUST00000002336.15
UTR3 (ENSMUST00000002336.15)	chr7	6673894	6674218	325	chr7:6673894-6674218|Locus_7564	group1	protein_coding	Zim1	UTR3	ENSMUST00000002336.15
UTR3 (ENSMUST00000002336.15)	chr7	6673519	6673718	200	chr7:6673519-6673718|Locus_7565	group1	protein_coding	Zim1	UTR3	ENSMUST00000002336.15
UTR3 (ENSMUST00000002336.15)	chr7	6672194	6673093	900	chr7:6672194-6673093|Locus_7566	group1	protein_coding	Zim1	UTR3	ENSMUST00000002336.15
CDS (ENSMUST00000002360.15, CDS 1 of 7, 182bp)	chr17	33775050	33775399	350	chr17:33775050-33775399|Locus_12642	group1	protein_coding	Angptl4	CDS	ENSMUST00000002360.15
CDS (ENSMUST00000002368.15, CDS 1 of 12, 946bp)	chr5	8397323	8397622	300	chr5:8397323-8397622|Locus_10144	group1	protein_coding	Dbf4	CDS	ENSMUST00000002368.15
CDS (ENSMUST00000002379.14, CDS 5 of 5, 143bp)	chr17	33848342	33848841	500	chr17:33848342-33848841|Locus_12091	group1	protein_coding	Cd320	CDS	ENSMUST00000002379.14
UTR3 (ENSMUST00000002400.6)	chr14	55658054	55658428	375	chr14:55658054-55658428|Locus_14097	group1	protein_coding	Mdp1	UTR3	ENSMUST00000002400.6
CDS (ENSMUST00000002412.8, CDS 9 of 14, 597bp)	chr8	70110240	70110439	200	chr8:70110240-70110439|Locus_2382	group1	protein_coding	Ncan	CDS	ENSMUST00000002412.8
CDS (ENSMUST00000002412.8, CDS 8 of 14, 1209bp)	chr8	70107899	70108223	325	chr8:70107899-70108223|Locus_2383	group1	protein_coding	Ncan	CDS	ENSMUST00000002412.8
CDS (ENSMUST00000002412.8, CDS 1 of 14, 131bp)	chr8	70096260	70096334	75	chr8:70096260-70096334|Locus_2384	group1	protein_coding	Ncan	CDS	ENSMUST00000002412.8
UTR3 (ENSMUST00000002445.8)	chr17	56711005	56711764	760	chr17:56711005-56711764|Locus_15204	group1	protein_coding	Ranbp3	UTR3	ENSMUST00000002445.8
CDS (ENSMUST00000002466.8, CDS 4 of 4, 281bp)	chr8	71381003	71381627	625	chr8:71381003-71381627|Locus_2659	group1	protein_coding	Nr2f6	CDS	ENSMUST00000002466.8
CDS (ENSMUST00000002466.8, CDS 1 of 4, 272bp)	chr8	71374323	71374522	200	chr8:71374323-71374522|Locus_2660	group1	protein_coding	Nr2f6	CDS	ENSMUST00000002466.8
CDS (ENSMUST00000002473.9, CDS 8 of 8, 204bp)	chr8	71404239	71404588	350	chr8:71404239-71404588|Locus_14257	group1	protein_coding	Babam1	CDS	ENSMUST00000002473.9
UTR3 (ENSMUST00000002487.14)	chr6	39609962	39610336	375	chr6:39609962-39610336|Locus_1415	group1	protein_coding	Braf	UTR3	ENSMUST00000002487.14
CDS (ENSMUST00000002533.14, CDS 1 of 5, 189bp)	chr1	4910301	4910525	225	chr1:4910301-4910525|Locus_12661	group1	protein_coding	Rgs20	CDS	ENSMUST00000002533.14
CDS (ENSMUST00000002588.9, CDS 25 of 25, 963bp)	chr16	89897632	89898131	500	chr16:89897632-89898131|Locus_6569	group1	protein_coding	Tiam1	CDS	ENSMUST00000002588.9
CDS (ENSMUST00000002599.9, CDS 1 of 11, 300bp)	chr15	76070182	76070556	375	chr15:76070182-76070556|Locus_14144	group1	protein_coding	Puf60	CDS	ENSMUST00000002599.9
UTR3 (ENSMUST00000002683.2)	chr7	25711131	25711580	450	chr7:25711131-25711580|Locus_11876	group1	protein_coding	Ccdc97	UTR3	ENSMUST00000002683.2
CDS (ENSMUST00000002699.5, CDS 10 of 14, 481bp)	chr17	32316372	32316721	350	chr17:32316372-32316721|Locus_12404	group1	protein_coding	Akap8	CDS	ENSMUST00000002699.5
CDS (ENSMUST00000002699.5, CDS 1 of 14, 450bp)	chr17	32305172	32305696	525	chr17:32305172-32305696|Locus_12405	group1	protein_coding	Akap8	CDS	ENSMUST00000002699.5
CDS (ENSMUST00000002710.9, CDS 4 of 7, 371bp)	chr7	34192857	34193081	225	chr7:34192857-34193081|Locus_14202	group1	protein_coding	Pdcd2l	CDS	ENSMUST00000002710.9
CDS (ENSMUST00000002733.6, CDS 5 of 13, 120bp)	chr17	57004140	57004427	288	chr17:57004140-57004427|Locus_17298	group1	protein_coding	Gtf2f1	CDS	ENSMUST00000002733.6
CDS (ENSMUST00000002735.7, CDS 6 of 6, 170bp)	chr17	56995981	56996180	200	chr17:56995981-56996180|Locus_12038	group1	protein_coding	Clpp	CDS	ENSMUST00000002735.7
CDS (ENSMUST00000002790.13, CDS 24 of 24, 90bp)	chr2	166944817	166945991	1175	chr2:166944817-166945991|Locus_1487	group1	protein_coding	Cse1l	CDS	ENSMUST00000002790.13
CDS (ENSMUST00000002825.5, CDS 7 of 19, 1705bp)	chr5	135216777	135217151	375	chr5:135216777-135217151|Locus_6915	group1	protein_coding	Baz1b	CDS	ENSMUST00000002825.5
CDS (ENSMUST00000002825.5, CDS 7 of 19, 1705bp)	chr5	135217227	135217551	325	chr5:135217227-135217551|Locus_6916	group1	protein_coding	Baz1b	CDS	ENSMUST00000002825.5
CDS (ENSMUST00000002825.5, CDS 7 of 19, 1705bp)	chr5	135217977	135222039	4063	chr5:135217977-135222039|Locus_6917	group1	protein_coding	Baz1b	CDS	ENSMUST00000002825.5
CDS (ENSMUST00000002825.5, CDS 19 of 19, 358bp)	chr5	135244211	135244635	425	chr5:135244211-135244635|Locus_6918	group1	protein_coding	Baz1b	CDS	ENSMUST00000002825.5
UTR3 (ENSMUST00000002837.10)	chr5	108123837	108123886	50	chr5:108123837-108123886|Locus_15661	group1	protein_coding	Tmed5	UTR3	ENSMUST00000002837.10
UTR3 (ENSMUST00000002839.8)	chr17	46683291	46683515	225	chr17:46683291-46683515|Locus_6458	group1	protein_coding	Ppp2r5d	UTR3	ENSMUST00000002839.8
UTR3 (ENSMUST00000002845.6)	chr17	46682918	46683092	175	chr17:46682918-46683092|Locus_3946	group1	protein_coding	Mea1	UTR3	ENSMUST00000002845.6
UTR3 (ENSMUST00000002845.6)	chr17	46682991	46683040	50	chr17:46682991-46683040|Locus_6459	group1	protein_coding	Mea1	UTR3	ENSMUST00000002845.6
UTR5 (ENSMUST00000002885.7)	chr13	19619708	19619882	175	chr13:19619708-19619882|Locus_953	group1	protein_coding	Epdr1	UTR5	ENSMUST00000002885.7
CDS (ENSMUST00000002885.7, CDS 2 of 3, 209bp)	chr13	19592881	19594503	1623	chr13:19592881-19594503|Locus_954	group1	protein_coding	Epdr1	CDS	ENSMUST00000002885.7
CDS (ENSMUST00000002891.10, CDS 2 of 19, 689bp)	chr11	60742422	60742971	550	chr11:60742422-60742971|Locus_6721	group1	protein_coding	Top3a	CDS	ENSMUST00000002891.10
CDS (ENSMUST00000002891.10, CDS 1 of 19, 179bp)	chr11	60740183	60740682	500	chr11:60740183-60740682|Locus_6722	group1	protein_coding	Top3a	CDS	ENSMUST00000002891.10
CDS (ENSMUST00000002908.7, CDS 5 of 8, 1258bp)	chr17	56107027	56107201	175	chr17:56107027-56107201|Locus_12597	group1	protein_coding	Plin4	CDS	ENSMUST00000002908.7
CDS (ENSMUST00000002908.7, CDS 5 of 8, 1258bp)	chr17	56106477	56107001	525	chr17:56106477-56107001|Locus_12598	group1	protein_coding	Plin4	CDS	ENSMUST00000002908.7
CDS (ENSMUST00000002908.7, CDS 4 of 8, 2106bp)	chr17	56103802	56104226	425	chr17:56103802-56104226|Locus_12599	group1	protein_coding	Plin4	CDS	ENSMUST00000002908.7
CDS (ENSMUST00000002923.8, CDS 1 of 3, 415bp)	chr16	38445755	38446054	300	chr16:38445755-38446054|Locus_1684	group1	protein_coding	Adprh	CDS	ENSMUST00000002923.8
UTR3 (ENSMUST00000002925.5)	chr16	38498822	38498896	75	chr16:38498822-38498896|Locus_16509	group1	protein_coding	Timmdc1	UTR3	ENSMUST00000002925.5
CDS (ENSMUST00000002976.4, CDS 13 of 13, 1502bp)	chr6	120481223	120481722	500	chr6:120481223-120481722|Locus_3381	group1	protein_coding	Il17ra	CDS	ENSMUST00000002976.4
CDS (ENSMUST00000002976.4, CDS 13 of 13, 1502bp)	chr6	120481748	120482547	800	chr6:120481748-120482547|Locus_3382	group1	protein_coding	Il17ra	CDS	ENSMUST00000002976.4
UTR3 (ENSMUST00000002989.10)	chr8	70835479	70835878	400	chr8:70835479-70835878|Locus_14950	group1	protein_coding	Arrdc2	UTR3	ENSMUST00000002989.10
CDS (ENSMUST00000003029.13, CDS 1 of 13, 120bp)	chr8	4259856	4260205	350	chr8:4259856-4260205|Locus_6594	group1	protein_coding	Timm44	CDS	ENSMUST00000003029.13
CDS (ENSMUST00000003115.8, CDS 1 of 2, 475bp)	chr6	134920976	134921075	100	chr6:134920976-134921075|Locus_2228	group1	protein_coding	Cdkn1b	CDS	ENSMUST00000003115.8
CDS (ENSMUST00000003121.8, CDS 8 of 8, 93bp)	chr8	72180102	72180151	50	chr8:72180102-72180151|Locus_3957	group1	protein_coding	Rab8a	CDS	ENSMUST00000003121.8
UTR3 (ENSMUST00000003121.8)	chr8	72180177	72180326	150	chr8:72180177-72180326|Locus_3958	group1	protein_coding	Rab8a	UTR3	ENSMUST00000003121.8
UTR3 (ENSMUST00000003121.8)	chr8	72180427	72180876	450	chr8:72180427-72180876|Locus_3959	group1	protein_coding	Rab8a	UTR3	ENSMUST00000003121.8
CDS (ENSMUST00000003123.9, CDS 1 of 4, 74bp)	chr8	72219730	72220159	430	chr8:72219730-72220159|Locus_14128	group1	protein_coding	Fam32a	CDS	ENSMUST00000003123.9
CDS (ENSMUST00000003123.9, CDS 3 of 4, 54bp)	chr8	72221860	72223509	1650	chr8:72221860-72223509|Locus_14129	group1	protein_coding	Fam32a	CDS	ENSMUST00000003123.9
UTR3 (ENSMUST00000003152.13)	chr10	80130503	80130677	175	chr10:80130503-80130677|Locus_5586	group1	protein_coding	Stk11	UTR3	ENSMUST00000003152.13
UTR3 (ENSMUST00000003154.6)	chr10	80189705	80189829	125	chr10:80189705-80189829|Locus_2563	group1	protein_coding	Efna2	UTR3	ENSMUST00000003154.6
UTR5 (ENSMUST00000003191.13)	chr17	79013057	79013331	275	chr17:79013057-79013331|Locus_16164	group1	protein_coding	Prkd3	UTR5	ENSMUST00000003191.13
CDS (ENSMUST00000003191.13, CDS 18 of 18, 288bp)	chr17	79012757	79012856	100	chr17:79012757-79012856|Locus_16165	group1	protein_coding	Prkd3	CDS	ENSMUST00000003191.13
CDS (ENSMUST00000003191.13, CDS 18 of 18, 288bp)	chr17	79012682	79012731	50	chr17:79012682-79012731|Locus_16166	group1	protein_coding	Prkd3	CDS	ENSMUST00000003191.13
UTR3 (ENSMUST00000003191.13)	chr17	78951680	78951729	50	chr17:78951680-78951729|Locus_16167	group1	protein_coding	Prkd3	UTR3	ENSMUST00000003191.13
UTR5 (ENSMUST00000003238.13)	chr6	122820314	122820488	175	chr6:122820314-122820488|Locus_665	group1	protein_coding	Foxj2	UTR5	ENSMUST00000003238.13
UTR3 (ENSMUST00000003268.9)	chr17	56016925	56017224	300	chr17:56016925-56017224|Locus_5211	group1	protein_coding	Sh3gl1	UTR3	ENSMUST00000003268.9
CDS (ENSMUST00000003284.15, CDS 7 of 7, 183bp)	chr7	45002237	45002436	200	chr7:45002237-45002436|Locus_12057	group1	protein_coding	Irf3	CDS	ENSMUST00000003284.15
CDS (ENSMUST00000003310.6, CDS 20 of 29, 4663bp)	chr10	58476532	58476881	350	chr10:58476532-58476881|Locus_4909	group1	protein_coding	Ranbp2	CDS	ENSMUST00000003310.6
CDS (ENSMUST00000003310.6, CDS 20 of 29, 4663bp)	chr10	58477182	58477456	275	chr10:58477182-58477456|Locus_4910	group1	protein_coding	Ranbp2	CDS	ENSMUST00000003310.6
CDS (ENSMUST00000003310.6, CDS 20 of 29, 4663bp)	chr10	58477482	58477831	350	chr10:58477482-58477831|Locus_4911	group1	protein_coding	Ranbp2	CDS	ENSMUST00000003310.6
CDS (ENSMUST00000003310.6, CDS 20 of 29, 4663bp)	chr10	58477982	58478306	325	chr10:58477982-58478306|Locus_4912	group1	protein_coding	Ranbp2	CDS	ENSMUST00000003310.6
CDS (ENSMUST00000003310.6, CDS 20 of 29, 4663bp)	chr10	58478807	58479181	375	chr10:58478807-58479181|Locus_4913	group1	protein_coding	Ranbp2	CDS	ENSMUST00000003310.6
CDS (ENSMUST00000003310.6, CDS 20 of 29, 4663bp)	chr10	58479782	58483065	3284	chr10:58479782-58483065|Locus_4914	group1	protein_coding	Ranbp2	CDS	ENSMUST00000003310.6
CDS (ENSMUST00000003310.6, CDS 27 of 29, 274bp)	chr10	58492611	58493002	392	chr10:58492611-58493002|Locus_4915	group1	protein_coding	Ranbp2	CDS	ENSMUST00000003310.6
CDS (ENSMUST00000003310.6, CDS 28 of 29, 335bp)	chr10	58493128	58494003	876	chr10:58493128-58494003|Locus_4916	group1	protein_coding	Ranbp2	CDS	ENSMUST00000003310.6
CDS (ENSMUST00000003313.8, CDS 15 of 16, 132bp)	chr19	61090635	61092363	1729	chr19:61090635-61092363|Locus_3100	group1	protein_coding	Grk5	CDS	ENSMUST00000003313.8
CDS (ENSMUST00000003319.5, CDS 21 of 21, 159bp)	chr16	20560347	20560821	475	chr16:20560347-20560821|Locus_10219	group1	protein_coding	Abcf3	CDS	ENSMUST00000003319.5
CDS (ENSMUST00000003345.9, CDS 21 of 21, 108bp)	chr13	19149769	19150318	550	chr13:19149769-19150318|Locus_6500	group1	protein_coding	Amph	CDS	ENSMUST00000003345.9
CDS (ENSMUST00000003351.12, CDS 1 of 12, 1137bp)	chr11	115249419	115249793	375	chr11:115249419-115249793|Locus_3144	group1	protein_coding	Grin2c	CDS	ENSMUST00000003351.12
UTR5 (ENSMUST00000003360.9)	chr7	45699843	45700142	300	chr7:45699843-45700142|Locus_2140	group1	protein_coding	Car11	UTR5	ENSMUST00000003360.9
CDS (ENSMUST00000003369.9, CDS 1 of 2, 1258bp)	chr4	3904046	3904845	800	chr4:3904046-3904845|Locus_12513	group1	protein_coding	Plag1	CDS	ENSMUST00000003369.9
CDS (ENSMUST00000003369.9, CDS 1 of 2, 1258bp)	chr4	3903821	3903870	50	chr4:3903821-3903870|Locus_12514	group1	protein_coding	Plag1	CDS	ENSMUST00000003369.9
CDS (ENSMUST00000003369.9, CDS 1 of 2, 1258bp)	chr4	3903696	3903795	100	chr4:3903696-3903795|Locus_12515	group1	protein_coding	Plag1	CDS	ENSMUST00000003369.9
UTR3 (ENSMUST00000003369.9)	chr4	3902271	3902970	700	chr4:3902271-3902970|Locus_12516	group1	protein_coding	Plag1	UTR3	ENSMUST00000003369.9
UTR5 (ENSMUST00000003436.11)	chr10	80586901	80590269	3369	chr10:80586901-80590269|Locus_6270	group1	protein_coding	Abhd17a	UTR5	ENSMUST00000003436.11
UTR3 (ENSMUST00000003436.11)	chr10	80583654	80583778	125	chr10:80583654-80583778|Locus_6271	group1	protein_coding	Abhd17a	UTR3	ENSMUST00000003436.11
CDS (ENSMUST00000003438.10, CDS 3 of 3, 421bp)	chr10	80691270	80691544	275	chr10:80691270-80691544|Locus_5536	group1	protein_coding	Mob3a	CDS	ENSMUST00000003438.10
CDS (ENSMUST00000003438.10, CDS 2 of 3, 203bp)	chr10	80686778	80689855	3078	chr10:80686778-80689855|Locus_5537	group1	protein_coding	Mob3a	CDS	ENSMUST00000003438.10
CDS (ENSMUST00000003450.14, CDS 11 of 16, 134bp)	chr15	98651313	98651520	208	chr15:98651313-98651520|Locus_15977	group1	protein_coding	Ddx23	CDS	ENSMUST00000003450.14
UTR3 (ENSMUST00000003450.14)	chr15	98645259	98645583	325	chr15:98645259-98645583|Locus_15978	group1	protein_coding	Ddx23	UTR3	ENSMUST00000003450.14
CDS (ENSMUST00000003451.10, CDS 1 of 5, 246bp)	chr15	98670110	98670709	600	chr15:98670110-98670709|Locus_6922	group1	protein_coding	Rnd1	CDS	ENSMUST00000003451.10
UTR5 (ENSMUST00000003461.14)	chr11	6291633	6291997	365	chr11:6291633-6291997|Locus_4370	group1	protein_coding	Ogdh	UTR5	ENSMUST00000003461.14
CDS (ENSMUST00000003461.14, CDS 1 of 22, 222bp)	chr11	6292639	6297275	4637	chr11:6292639-6297275|Locus_4371	group1	protein_coding	Ogdh	CDS	ENSMUST00000003461.14
CDS (ENSMUST00000003468.9, CDS 1 of 19, 426bp)	chr7	25009899	25010473	575	chr7:25009899-25010473|Locus_3131	group1	protein_coding	Grik5	CDS	ENSMUST00000003468.9
UTR5 (ENSMUST00000003501.8)	chr9	22051909	22055470	3562	chr9:22051909-22055470|Locus_3316	group1	protein_coding	Elavl3	UTR5	ENSMUST00000003501.8
UTR3 (ENSMUST00000003501.8)	chr9	22017605	22017954	350	chr9:22017605-22017954|Locus_3317	group1	protein_coding	Elavl3	UTR3	ENSMUST00000003501.8
UTR3 (ENSMUST00000003501.8)	chr9	22016030	22016354	325	chr9:22016030-22016354|Locus_3318	group1	protein_coding	Elavl3	UTR3	ENSMUST00000003501.8
UTR3 (ENSMUST00000003501.8)	chr9	22015005	22015154	150	chr9:22015005-22015154|Locus_3319	group1	protein_coding	Elavl3	UTR3	ENSMUST00000003501.8
CDS (ENSMUST00000003509.9, CDS 1 of 8, 469bp)	chr2	13656871	13657195	325	chr2:13656871-13657195|Locus_9085	group1	protein_coding	St8sia6	CDS	ENSMUST00000003509.9
UTR3 (ENSMUST00000003509.9)	chr2	13656521	13656695	175	chr2:13656521-13656695|Locus_9086	group1	protein_coding	St8sia6	UTR3	ENSMUST00000003509.9
CDS (ENSMUST00000003512.8, CDS 5 of 6, 258bp)	chr7	45102105	45102470	366	chr7:45102105-45102470|Locus_2800	group1	protein_coding	Fcgrt	CDS	ENSMUST00000003512.8
CDS (ENSMUST00000003529.8, CDS 12 of 14, 106bp)	chr7	28398545	28399275	731	chr7:28398545-28399275|Locus_12194	group1	protein_coding	Paf1	CDS	ENSMUST00000003529.8
CDS (ENSMUST00000003536.8, CDS 1 of 4, 243bp)	chr7	28386621	28386845	225	chr7:28386621-28386845|Locus_13739	group1	protein_coding	Med29	CDS	ENSMUST00000003536.8
CDS (ENSMUST00000003550.10, CDS 1 of 17, 123bp)	chr1	172066388	172066737	350	chr1:172066388-172066737|Locus_12784	group1	protein_coding	Ncstn	CDS	ENSMUST00000003550.10
CDS (ENSMUST00000003561.9, CDS 4 of 4, 535bp)	chr14	70466948	70467122	175	chr14:70466948-70467122|Locus_983	group1	protein_coding	Phyhip	CDS	ENSMUST00000003561.9
CDS (ENSMUST00000003599.8, CDS 1 of 4, 2418bp)	chr18	37742772	37742846	75	chr18:37742772-37742846|Locus_290	group1	protein_coding	Pcdhgb6	CDS	ENSMUST00000003599.8
CDS (ENSMUST00000003599.8, CDS 1 of 4, 2418bp)	chr18	37743947	37744221	275	chr18:37743947-37744221|Locus_291	group1	protein_coding	Pcdhgb6	CDS	ENSMUST00000003599.8
CDS (ENSMUST00000003621.8, CDS 1 of 10, 280bp)	chr16	17901084	17902208	1125	chr16:17901084-17902208|Locus_10284	group1	protein_coding	Dgcr14	CDS	ENSMUST00000003621.8
CDS (ENSMUST00000003635.6, CDS 2 of 2, 273bp)	chr17	35822293	35822517	225	chr17:35822293-35822517|Locus_3334	group1	protein_coding	Ier3	CDS	ENSMUST00000003635.6
CDS (ENSMUST00000003640.3, CDS 1 of 4, 462bp)	chr7	19304771	19304920	150	chr7:19304771-19304920|Locus_2882	group1	protein_coding	Fosb	CDS	ENSMUST00000003640.3
